Accession,Organism_Name,Species,Genotype,Isolate,Segment,Length,Nuc_Completeness,Geo_Location,Country,Host,Tissue_Specimen_Source,Submitters,Collection_Date,Release_Date,Molecule_type
MT119511,Mammarenavirus lassaense,Mammarenavirus lassaense,,,,888,partial,Guinea: Damania,Guinea,Mastomys natalensis,blood,"Marien,J., Lo Iacono,G., Rieger,T., Magassouba,N., Gunther,S., Fichet-Calvet,E.",2014-03-27,2020-06-10,ssRNA(+/-)
MT119512,Mammarenavirus lassaense,Mammarenavirus lassaense,,,,888,partial,Guinea: Damania,Guinea,Mastomys natalensis,blood,"Marien,J., Lo Iacono,G., Rieger,T., Magassouba,N., Gunther,S., Fichet-Calvet,E.",2015-04-18,2020-06-10,ssRNA(+/-)
MT119513,Mammarenavirus lassaense,Mammarenavirus lassaense,,,,888,partial,Guinea: Damania,Guinea,Mastomys natalensis,blood,"Marien,J., Lo Iacono,G., Rieger,T., Magassouba,N., Gunther,S., Fichet-Calvet,E.",2015-04-19,2020-06-10,ssRNA(+/-)
MT119514,Mammarenavirus lassaense,Mammarenavirus lassaense,,,,888,partial,Guinea: Damania,Guinea,Mastomys natalensis,blood,"Marien,J., Lo Iacono,G., Rieger,T., Magassouba,N., Gunther,S., Fichet-Calvet,E.",2015-11-13,2020-06-10,ssRNA(+/-)
MT119515,Mammarenavirus lassaense,Mammarenavirus lassaense,,,,888,partial,Guinea: Damania,Guinea,Mastomys natalensis,blood,"Marien,J., Lo Iacono,G., Rieger,T., Magassouba,N., Gunther,S., Fichet-Calvet,E.",2015-11-15,2020-06-10,ssRNA(+/-)
MT119516,Mammarenavirus lassaense,Mammarenavirus lassaense,,,,888,partial,Guinea: Damania,Guinea,Mastomys natalensis,blood,"Marien,J., Lo Iacono,G., Rieger,T., Magassouba,N., Gunther,S., Fichet-Calvet,E.",2015-11-15,2020-06-10,ssRNA(+/-)
MT119517,Mammarenavirus lassaense,Mammarenavirus lassaense,,,,888,partial,Guinea: Damania,Guinea,Mastomys natalensis,blood,"Marien,J., Lo Iacono,G., Rieger,T., Magassouba,N., Gunther,S., Fichet-Calvet,E.",2016-11-16,2020-06-10,ssRNA(+/-)
MT119518,Mammarenavirus lassaense,Mammarenavirus lassaense,,,,888,partial,Guinea: Damania,Guinea,Mastomys natalensis,blood,"Marien,J., Lo Iacono,G., Rieger,T., Magassouba,N., Gunther,S., Fichet-Calvet,E.",2016-11-16,2020-06-10,ssRNA(+/-)
MT119519,Mammarenavirus lassaense,Mammarenavirus lassaense,,,,888,partial,Guinea: Damania,Guinea,Mastomys natalensis,blood,"Marien,J., Lo Iacono,G., Rieger,T., Magassouba,N., Gunther,S., Fichet-Calvet,E.",2016-11-16,2020-06-10,ssRNA(+/-)
MT119520,Mammarenavirus lassaense,Mammarenavirus lassaense,,,,888,partial,Guinea: Damania,Guinea,Mastomys natalensis,blood,"Marien,J., Lo Iacono,G., Rieger,T., Magassouba,N., Gunther,S., Fichet-Calvet,E.",2016-11-17,2020-06-10,ssRNA(+/-)
MT119521,Mammarenavirus lassaense,Mammarenavirus lassaense,,,,888,partial,Guinea: Sokourala,Guinea,Mastomys natalensis,blood,"Marien,J., Lo Iacono,G., Rieger,T., Magassouba,N., Gunther,S., Fichet-Calvet,E.",2013-11-09,2020-06-10,ssRNA(+/-)
MT119522,Mammarenavirus lassaense,Mammarenavirus lassaense,,,,888,partial,Guinea: Sokourala,Guinea,Mastomys natalensis,blood,"Marien,J., Lo Iacono,G., Rieger,T., Magassouba,N., Gunther,S., Fichet-Calvet,E.",2013-11-10,2020-06-10,ssRNA(+/-)
MT119523,Mammarenavirus lassaense,Mammarenavirus lassaense,,,,888,partial,Guinea: Sokourala,Guinea,Mastomys natalensis,blood,"Marien,J., Lo Iacono,G., Rieger,T., Magassouba,N., Gunther,S., Fichet-Calvet,E.",2014-04-03,2020-06-10,ssRNA(+/-)
MT119524,Mammarenavirus lassaense,Mammarenavirus lassaense,,,,888,partial,Guinea: Sokourala,Guinea,Mastomys natalensis,blood,"Marien,J., Lo Iacono,G., Rieger,T., Magassouba,N., Gunther,S., Fichet-Calvet,E.",2014-04-03,2020-06-10,ssRNA(+/-)
MT119525,Mammarenavirus lassaense,Mammarenavirus lassaense,,,,888,partial,Guinea: Sokourala,Guinea,Mastomys natalensis,blood,"Marien,J., Lo Iacono,G., Rieger,T., Magassouba,N., Gunther,S., Fichet-Calvet,E.",2014-04-03,2020-06-10,ssRNA(+/-)
MT119526,Mammarenavirus lassaense,Mammarenavirus lassaense,,,,888,partial,Guinea: Sokourala,Guinea,Mastomys natalensis,blood,"Marien,J., Lo Iacono,G., Rieger,T., Magassouba,N., Gunther,S., Fichet-Calvet,E.",2014-04-03,2020-06-10,ssRNA(+/-)
MT119527,Mammarenavirus lassaense,Mammarenavirus lassaense,,,,888,partial,Guinea: Sokourala,Guinea,Mastomys natalensis,blood,"Marien,J., Lo Iacono,G., Rieger,T., Magassouba,N., Gunther,S., Fichet-Calvet,E.",2014-04-04,2020-06-10,ssRNA(+/-)
MT119528,Mammarenavirus lassaense,Mammarenavirus lassaense,,,,874,partial,Guinea: Sokourala,Guinea,Mastomys natalensis,blood,"Marien,J., Lo Iacono,G., Rieger,T., Magassouba,N., Gunther,S., Fichet-Calvet,E.",2014-04-04,2020-06-10,ssRNA(+/-)
MT119529,Mammarenavirus lassaense,Mammarenavirus lassaense,,,,888,partial,Guinea: Sokourala,Guinea,Mastomys natalensis,blood,"Marien,J., Lo Iacono,G., Rieger,T., Magassouba,N., Gunther,S., Fichet-Calvet,E.",2014-04-04,2020-06-10,ssRNA(+/-)
MT119530,Mammarenavirus lassaense,Mammarenavirus lassaense,,,,888,partial,Guinea: Sokourala,Guinea,Mastomys natalensis,blood,"Marien,J., Lo Iacono,G., Rieger,T., Magassouba,N., Gunther,S., Fichet-Calvet,E.",2014-04-05,2020-06-10,ssRNA(+/-)
MT119531,Mammarenavirus lassaense,Mammarenavirus lassaense,,,,888,partial,Guinea: Sokourala,Guinea,Mastomys natalensis,blood,"Marien,J., Lo Iacono,G., Rieger,T., Magassouba,N., Gunther,S., Fichet-Calvet,E.",2014-04-05,2020-06-10,ssRNA(+/-)
MT119532,Mammarenavirus lassaense,Mammarenavirus lassaense,,,,257,partial,Guinea: Sokourala,Guinea,Mastomys natalensis,blood,"Marien,J., Lo Iacono,G., Rieger,T., Magassouba,N., Gunther,S., Fichet-Calvet,E.",2017-01-31,2020-06-10,ssRNA(+/-)
MT119533,Mammarenavirus lassaense,Mammarenavirus lassaense,,,,888,partial,Guinea: Sokourala,Guinea,Mastomys natalensis,blood,"Marien,J., Lo Iacono,G., Rieger,T., Magassouba,N., Gunther,S., Fichet-Calvet,E.",2017-02-01,2020-06-10,ssRNA(+/-)
MT119534,Mammarenavirus lassaense,Mammarenavirus lassaense,,,,888,partial,Guinea: Sokourala,Guinea,Mastomys natalensis,blood,"Marien,J., Lo Iacono,G., Rieger,T., Magassouba,N., Gunther,S., Fichet-Calvet,E.",2017-02-01,2020-06-10,ssRNA(+/-)
MT119535,Mammarenavirus lassaense,Mammarenavirus lassaense,,,,215,partial,Guinea: Sonkonia,Guinea,Mastomys natalensis,blood,"Marien,J., Lo Iacono,G., Rieger,T., Magassouba,N., Gunther,S., Fichet-Calvet,E.",2013-11-13,2020-06-10,ssRNA(+/-)
MT119536,Mammarenavirus lassaense,Mammarenavirus lassaense,,,,888,partial,Guinea: Sonkonia,Guinea,Mastomys natalensis,blood,"Marien,J., Lo Iacono,G., Rieger,T., Magassouba,N., Gunther,S., Fichet-Calvet,E.",2014-04-07,2020-06-10,ssRNA(+/-)
MT119537,Mammarenavirus lassaense,Mammarenavirus lassaense,,,,888,partial,Guinea: Sonkonia,Guinea,Mastomys natalensis,blood,"Marien,J., Lo Iacono,G., Rieger,T., Magassouba,N., Gunther,S., Fichet-Calvet,E.",2014-04-09,2020-06-10,ssRNA(+/-)
MT119538,Mammarenavirus lassaense,Mammarenavirus lassaense,,,,878,partial,Guinea: Sonkonia,Guinea,Mastomys natalensis,blood,"Marien,J., Lo Iacono,G., Rieger,T., Magassouba,N., Gunther,S., Fichet-Calvet,E.",2015-11-19,2020-06-10,ssRNA(+/-)
MT119539,Mammarenavirus lassaense,Mammarenavirus lassaense,,,,878,partial,Guinea: Sonkonia,Guinea,Mastomys natalensis,blood,"Marien,J., Lo Iacono,G., Rieger,T., Magassouba,N., Gunther,S., Fichet-Calvet,E.",2015-11-19,2020-06-10,ssRNA(+/-)
MT119540,Mammarenavirus lassaense,Mammarenavirus lassaense,,,,875,partial,Guinea: Sonkonia,Guinea,Mastomys natalensis,blood,"Marien,J., Lo Iacono,G., Rieger,T., Magassouba,N., Gunther,S., Fichet-Calvet,E.",2015-11-20,2020-06-10,ssRNA(+/-)
MT119541,Mammarenavirus lassaense,Mammarenavirus lassaense,,,,879,partial,Guinea: Sonkonia,Guinea,Mastomys natalensis,blood,"Marien,J., Lo Iacono,G., Rieger,T., Magassouba,N., Gunther,S., Fichet-Calvet,E.",2015-11-20,2020-06-10,ssRNA(+/-)
MT119542,Mammarenavirus lassaense,Mammarenavirus lassaense,,,,878,partial,Guinea: Sonkonia,Guinea,Mastomys natalensis,blood,"Marien,J., Lo Iacono,G., Rieger,T., Magassouba,N., Gunther,S., Fichet-Calvet,E.",2015-11-20,2020-06-10,ssRNA(+/-)
MT119543,Mammarenavirus lassaense,Mammarenavirus lassaense,,,,257,partial,Guinea: Sonkonia,Guinea,Mastomys natalensis,blood,"Marien,J., Lo Iacono,G., Rieger,T., Magassouba,N., Gunther,S., Fichet-Calvet,E.",2016-11-25,2020-06-10,ssRNA(+/-)
MT119544,Mammarenavirus lassaense,Mammarenavirus lassaense,,,,888,partial,Guinea: Sonkonia,Guinea,Mastomys natalensis,blood,"Marien,J., Lo Iacono,G., Rieger,T., Magassouba,N., Gunther,S., Fichet-Calvet,E.",2016-11-25,2020-06-10,ssRNA(+/-)
MT119545,Mammarenavirus lassaense,Mammarenavirus lassaense,,,,879,partial,Guinea: Sonkonia,Guinea,Mastomys natalensis,blood,"Marien,J., Lo Iacono,G., Rieger,T., Magassouba,N., Gunther,S., Fichet-Calvet,E.",2016-11-25,2020-06-10,ssRNA(+/-)
MT119546,Mammarenavirus lassaense,Mammarenavirus lassaense,,,,888,partial,Guinea: Sonkonia,Guinea,Mastomys natalensis,blood,"Marien,J., Lo Iacono,G., Rieger,T., Magassouba,N., Gunther,S., Fichet-Calvet,E.",2016-11-26,2020-06-10,ssRNA(+/-)
MT119547,Mammarenavirus lassaense,Mammarenavirus lassaense,,,,888,partial,Guinea: Yarawalia,Guinea,Mastomys natalensis,blood,"Marien,J., Lo Iacono,G., Rieger,T., Magassouba,N., Gunther,S., Fichet-Calvet,E.",2013-11-20,2020-06-10,ssRNA(+/-)
MT119548,Mammarenavirus lassaense,Mammarenavirus lassaense,,,,888,partial,Guinea: Yarawalia,Guinea,Mastomys natalensis,blood,"Marien,J., Lo Iacono,G., Rieger,T., Magassouba,N., Gunther,S., Fichet-Calvet,E.",2013-11-20,2020-06-10,ssRNA(+/-)
MT119549,Mammarenavirus lassaense,Mammarenavirus lassaense,,,,888,partial,Guinea: Yarawalia,Guinea,Mastomys natalensis,blood,"Marien,J., Lo Iacono,G., Rieger,T., Magassouba,N., Gunther,S., Fichet-Calvet,E.",2013-11-21,2020-06-10,ssRNA(+/-)
MT119550,Mammarenavirus lassaense,Mammarenavirus lassaense,,,,888,partial,Guinea: Yarawalia,Guinea,Mastomys natalensis,blood,"Marien,J., Lo Iacono,G., Rieger,T., Magassouba,N., Gunther,S., Fichet-Calvet,E.",2014-04-13,2020-06-10,ssRNA(+/-)
MT119551,Mammarenavirus lassaense,Mammarenavirus lassaense,,,,888,partial,Guinea: Yarawalia,Guinea,Mastomys natalensis,blood,"Marien,J., Lo Iacono,G., Rieger,T., Magassouba,N., Gunther,S., Fichet-Calvet,E.",2014-04-15,2020-06-10,ssRNA(+/-)
MT119552,Mammarenavirus lassaense,Mammarenavirus lassaense,,,,888,partial,Guinea: Yarawalia,Guinea,Mastomys natalensis,blood,"Marien,J., Lo Iacono,G., Rieger,T., Magassouba,N., Gunther,S., Fichet-Calvet,E.",2015-11-16,2020-06-10,ssRNA(+/-)
MT119553,Mammarenavirus lassaense,Mammarenavirus lassaense,,,,888,partial,Guinea: Yarawalia,Guinea,Mastomys natalensis,blood,"Marien,J., Lo Iacono,G., Rieger,T., Magassouba,N., Gunther,S., Fichet-Calvet,E.",2015-11-17,2020-06-10,ssRNA(+/-)
MT119554,Mammarenavirus lassaense,Mammarenavirus lassaense,,,,888,partial,Guinea: Yarawalia,Guinea,Mastomys natalensis,blood,"Marien,J., Lo Iacono,G., Rieger,T., Magassouba,N., Gunther,S., Fichet-Calvet,E.",2016-11-20,2020-06-10,ssRNA(+/-)
MT119555,Mammarenavirus lassaense,Mammarenavirus lassaense,,,,888,partial,Guinea: Yarawalia,Guinea,Mastomys natalensis,blood,"Marien,J., Lo Iacono,G., Rieger,T., Magassouba,N., Gunther,S., Fichet-Calvet,E.",2016-11-20,2020-06-10,ssRNA(+/-)
MT119556,Mammarenavirus lassaense,Mammarenavirus lassaense,,,,861,partial,Guinea: Yarawalia,Guinea,Mastomys natalensis,blood,"Marien,J., Lo Iacono,G., Rieger,T., Magassouba,N., Gunther,S., Fichet-Calvet,E.",2016-11-22,2020-06-10,ssRNA(+/-)
MT119557,Mammarenavirus lassaense,Mammarenavirus lassaense,,,,735,partial,Guinea: Brissa,Guinea,Mastomys natalensis,blood,"Marien,J., Lo Iacono,G., Rieger,T., Magassouba,N., Gunther,S., Fichet-Calvet,E.",2015-05-13,2020-06-10,ssRNA(+/-)
MT119558,Mammarenavirus lassaense,Mammarenavirus lassaense,,,,735,partial,Guinea: Brissa,Guinea,Mastomys natalensis,blood,"Marien,J., Lo Iacono,G., Rieger,T., Magassouba,N., Gunther,S., Fichet-Calvet,E.",2015-05-15,2020-06-10,ssRNA(+/-)
MT119559,Mammarenavirus lassaense,Mammarenavirus lassaense,,,,735,partial,Guinea: Brissa,Guinea,Mastomys natalensis,blood,"Marien,J., Lo Iacono,G., Rieger,T., Magassouba,N., Gunther,S., Fichet-Calvet,E.",2015-11-09,2020-06-10,ssRNA(+/-)
MT119560,Mammarenavirus lassaense,Mammarenavirus lassaense,,,,735,partial,Guinea: Brissa,Guinea,Mastomys natalensis,blood,"Marien,J., Lo Iacono,G., Rieger,T., Magassouba,N., Gunther,S., Fichet-Calvet,E.",2015-11-09,2020-06-10,ssRNA(+/-)
MT119561,Mammarenavirus lassaense,Mammarenavirus lassaense,,,,735,partial,Guinea: Brissa,Guinea,Mastomys natalensis,blood,"Marien,J., Lo Iacono,G., Rieger,T., Magassouba,N., Gunther,S., Fichet-Calvet,E.",2015-11-09,2020-06-10,ssRNA(+/-)
MT119562,Mammarenavirus lassaense,Mammarenavirus lassaense,,,,735,partial,Guinea: Brissa,Guinea,Mastomys natalensis,blood,"Marien,J., Lo Iacono,G., Rieger,T., Magassouba,N., Gunther,S., Fichet-Calvet,E.",2015-11-09,2020-06-10,ssRNA(+/-)
MT119563,Mammarenavirus lassaense,Mammarenavirus lassaense,,,,735,partial,Guinea: Brissa,Guinea,Mastomys natalensis,blood,"Marien,J., Lo Iacono,G., Rieger,T., Magassouba,N., Gunther,S., Fichet-Calvet,E.",2015-11-10,2020-06-10,ssRNA(+/-)
MT119564,Mammarenavirus lassaense,Mammarenavirus lassaense,,,,735,partial,Guinea: Brissa,Guinea,Mastomys natalensis,blood,"Marien,J., Lo Iacono,G., Rieger,T., Magassouba,N., Gunther,S., Fichet-Calvet,E.",2015-11-11,2020-06-10,ssRNA(+/-)
MT119565,Mammarenavirus lassaense,Mammarenavirus lassaense,,,,735,partial,Guinea: Brissa,Guinea,Mastomys natalensis,blood,"Marien,J., Lo Iacono,G., Rieger,T., Magassouba,N., Gunther,S., Fichet-Calvet,E.",2015-11-11,2020-06-10,ssRNA(+/-)
MT119566,Mammarenavirus lassaense,Mammarenavirus lassaense,,,,735,partial,Guinea: Brissa,Guinea,Mastomys natalensis,blood,"Marien,J., Lo Iacono,G., Rieger,T., Magassouba,N., Gunther,S., Fichet-Calvet,E.",2016-11-12,2020-06-10,ssRNA(+/-)
MT119567,Mammarenavirus lassaense,Mammarenavirus lassaense,,,,735,partial,Guinea: Brissa,Guinea,Mastomys natalensis,blood,"Marien,J., Lo Iacono,G., Rieger,T., Magassouba,N., Gunther,S., Fichet-Calvet,E.",2016-11-12,2020-06-10,ssRNA(+/-)
MT119568,Mammarenavirus lassaense,Mammarenavirus lassaense,,,,735,partial,Guinea: Brissa,Guinea,Mastomys natalensis,blood,"Marien,J., Lo Iacono,G., Rieger,T., Magassouba,N., Gunther,S., Fichet-Calvet,E.",2016-11-12,2020-06-10,ssRNA(+/-)
MT119569,Mammarenavirus lassaense,Mammarenavirus lassaense,,,,735,partial,Guinea: Brissa,Guinea,Mastomys natalensis,blood,"Marien,J., Lo Iacono,G., Rieger,T., Magassouba,N., Gunther,S., Fichet-Calvet,E.",2016-11-12,2020-06-10,ssRNA(+/-)
MT119570,Mammarenavirus lassaense,Mammarenavirus lassaense,,,,735,partial,Guinea: Brissa,Guinea,Mastomys natalensis,blood,"Marien,J., Lo Iacono,G., Rieger,T., Magassouba,N., Gunther,S., Fichet-Calvet,E.",2016-11-13,2020-06-10,ssRNA(+/-)
MT119571,Mammarenavirus lassaense,Mammarenavirus lassaense,,,,735,partial,Guinea: Brissa,Guinea,Mastomys natalensis,blood,"Marien,J., Lo Iacono,G., Rieger,T., Magassouba,N., Gunther,S., Fichet-Calvet,E.",2016-11-13,2020-06-10,ssRNA(+/-)
MT119572,Mammarenavirus lassaense,Mammarenavirus lassaense,,,,735,partial,Guinea: Brissa,Guinea,Mastomys natalensis,blood,"Marien,J., Lo Iacono,G., Rieger,T., Magassouba,N., Gunther,S., Fichet-Calvet,E.",2016-11-13,2020-06-10,ssRNA(+/-)
MT119573,Mammarenavirus lassaense,Mammarenavirus lassaense,,,,735,partial,Guinea: Brissa,Guinea,Mastomys natalensis,blood,"Marien,J., Lo Iacono,G., Rieger,T., Magassouba,N., Gunther,S., Fichet-Calvet,E.",2016-11-13,2020-06-10,ssRNA(+/-)
MT119574,Mammarenavirus lassaense,Mammarenavirus lassaense,,,,735,partial,Guinea: Brissa,Guinea,Mastomys natalensis,blood,"Marien,J., Lo Iacono,G., Rieger,T., Magassouba,N., Gunther,S., Fichet-Calvet,E.",2016-11-14,2020-06-10,ssRNA(+/-)
MT119575,Mammarenavirus lassaense,Mammarenavirus lassaense,,,,735,partial,Guinea: Brissa,Guinea,Mastomys natalensis,blood,"Marien,J., Lo Iacono,G., Rieger,T., Magassouba,N., Gunther,S., Fichet-Calvet,E.",2016-11-14,2020-06-10,ssRNA(+/-)
MT119576,Mammarenavirus lassaense,Mammarenavirus lassaense,,,,735,partial,Guinea: Dalafilani,Guinea,Mastomys natalensis,blood,"Marien,J., Lo Iacono,G., Rieger,T., Magassouba,N., Gunther,S., Fichet-Calvet,E.",2013-11-30,2020-06-10,ssRNA(+/-)
MT119577,Mammarenavirus lassaense,Mammarenavirus lassaense,,,,735,partial,Guinea: Dalafilani,Guinea,Mastomys natalensis,blood,"Marien,J., Lo Iacono,G., Rieger,T., Magassouba,N., Gunther,S., Fichet-Calvet,E.",2013-11-30,2020-06-10,ssRNA(+/-)
MT119578,Mammarenavirus lassaense,Mammarenavirus lassaense,,,,735,partial,Guinea: Dalafilani,Guinea,Mastomys natalensis,blood,"Marien,J., Lo Iacono,G., Rieger,T., Magassouba,N., Gunther,S., Fichet-Calvet,E.",2014-04-17,2020-06-10,ssRNA(+/-)
MT119579,Mammarenavirus lassaense,Mammarenavirus lassaense,,,,735,partial,Guinea: Dalafilani,Guinea,Mastomys natalensis,blood,"Marien,J., Lo Iacono,G., Rieger,T., Magassouba,N., Gunther,S., Fichet-Calvet,E.",2014-04-17,2020-06-10,ssRNA(+/-)
MT119580,Mammarenavirus lassaense,Mammarenavirus lassaense,,,,735,partial,Guinea: Dalafilani,Guinea,Mastomys natalensis,blood,"Marien,J., Lo Iacono,G., Rieger,T., Magassouba,N., Gunther,S., Fichet-Calvet,E.",2014-04-17,2020-06-10,ssRNA(+/-)
MT119581,Mammarenavirus lassaense,Mammarenavirus lassaense,,,,735,partial,Guinea: Dalafilani,Guinea,Mastomys natalensis,blood,"Marien,J., Lo Iacono,G., Rieger,T., Magassouba,N., Gunther,S., Fichet-Calvet,E.",2016-01-15,2020-06-10,ssRNA(+/-)
MT119582,Mammarenavirus lassaense,Mammarenavirus lassaense,,,,735,partial,Guinea: Dalafilani,Guinea,Mastomys natalensis,blood,"Marien,J., Lo Iacono,G., Rieger,T., Magassouba,N., Gunther,S., Fichet-Calvet,E.",2016-01-15,2020-06-10,ssRNA(+/-)
MT119583,Mammarenavirus lassaense,Mammarenavirus lassaense,,,,735,partial,Guinea: Dalafilani,Guinea,Mastomys natalensis,blood,"Marien,J., Lo Iacono,G., Rieger,T., Magassouba,N., Gunther,S., Fichet-Calvet,E.",2016-01-16,2020-06-10,ssRNA(+/-)
MT119584,Mammarenavirus lassaense,Mammarenavirus lassaense,,,,735,partial,Guinea: Dalafilani,Guinea,Mastomys natalensis,blood,"Marien,J., Lo Iacono,G., Rieger,T., Magassouba,N., Gunther,S., Fichet-Calvet,E.",2016-01-16,2020-06-10,ssRNA(+/-)
MT119585,Mammarenavirus lassaense,Mammarenavirus lassaense,,,,735,partial,Guinea: Dalafilani,Guinea,Mastomys natalensis,blood,"Marien,J., Lo Iacono,G., Rieger,T., Magassouba,N., Gunther,S., Fichet-Calvet,E.",2016-01-16,2020-06-10,ssRNA(+/-)
MT119586,Mammarenavirus lassaense,Mammarenavirus lassaense,,,,735,partial,Guinea: Dalafilani,Guinea,Mastomys natalensis,blood,"Marien,J., Lo Iacono,G., Rieger,T., Magassouba,N., Gunther,S., Fichet-Calvet,E.",2016-01-17,2020-06-10,ssRNA(+/-)
MT119587,Mammarenavirus lassaense,Mammarenavirus lassaense,,,,735,partial,Guinea: Dalafilani,Guinea,Mastomys natalensis,blood,"Marien,J., Lo Iacono,G., Rieger,T., Magassouba,N., Gunther,S., Fichet-Calvet,E.",2016-01-17,2020-06-10,ssRNA(+/-)
MT119588,Mammarenavirus lassaense,Mammarenavirus lassaense,,,,735,partial,Guinea: Dalafilani,Guinea,Mastomys natalensis,blood,"Marien,J., Lo Iacono,G., Rieger,T., Magassouba,N., Gunther,S., Fichet-Calvet,E.",2016-01-17,2020-06-10,ssRNA(+/-)
MT119589,Mammarenavirus lassaense,Mammarenavirus lassaense,,,,735,partial,Guinea: Dalafilani,Guinea,Mastomys natalensis,blood,"Marien,J., Lo Iacono,G., Rieger,T., Magassouba,N., Gunther,S., Fichet-Calvet,E.",2017-01-16,2020-06-10,ssRNA(+/-)
MT119590,Mammarenavirus lassaense,Mammarenavirus lassaense,,,,735,partial,Guinea: Dalafilani,Guinea,Mastomys natalensis,blood,"Marien,J., Lo Iacono,G., Rieger,T., Magassouba,N., Gunther,S., Fichet-Calvet,E.",2017-01-16,2020-06-10,ssRNA(+/-)
MT119591,Mammarenavirus lassaense,Mammarenavirus lassaense,,,,735,partial,Guinea: Dalafilani,Guinea,Mastomys natalensis,blood,"Marien,J., Lo Iacono,G., Rieger,T., Magassouba,N., Gunther,S., Fichet-Calvet,E.",2017-01-16,2020-06-10,ssRNA(+/-)
MT119592,Mammarenavirus lassaense,Mammarenavirus lassaense,,,,735,partial,Guinea: Dalafilani,Guinea,Mastomys natalensis,blood,"Marien,J., Lo Iacono,G., Rieger,T., Magassouba,N., Gunther,S., Fichet-Calvet,E.",2017-01-18,2020-06-10,ssRNA(+/-)
MT119593,Mammarenavirus lassaense,Mammarenavirus lassaense,,,,735,partial,Guinea: Dalafilani,Guinea,Mastomys natalensis,blood,"Marien,J., Lo Iacono,G., Rieger,T., Magassouba,N., Gunther,S., Fichet-Calvet,E.",2017-01-18,2020-06-10,ssRNA(+/-)
MT119594,Mammarenavirus lassaense,Mammarenavirus lassaense,,,,735,partial,Guinea: Damania,Guinea,Mastomys natalensis,blood,"Marien,J., Lo Iacono,G., Rieger,T., Magassouba,N., Gunther,S., Fichet-Calvet,E.",2014-03-25,2020-06-10,ssRNA(+/-)
MT119595,Mammarenavirus lassaense,Mammarenavirus lassaense,,,,735,partial,Guinea: Damania,Guinea,Mastomys natalensis,blood,"Marien,J., Lo Iacono,G., Rieger,T., Magassouba,N., Gunther,S., Fichet-Calvet,E.",2014-03-25,2020-06-10,ssRNA(+/-)
MT119596,Mammarenavirus lassaense,Mammarenavirus lassaense,,,,735,partial,Guinea: Damania,Guinea,Mastomys natalensis,blood,"Marien,J., Lo Iacono,G., Rieger,T., Magassouba,N., Gunther,S., Fichet-Calvet,E.",2014-03-26,2020-06-10,ssRNA(+/-)
MT119597,Mammarenavirus lassaense,Mammarenavirus lassaense,,,,711,partial,Guinea: Damania,Guinea,Mastomys natalensis,blood,"Marien,J., Lo Iacono,G., Rieger,T., Magassouba,N., Gunther,S., Fichet-Calvet,E.",2014-03-26,2020-06-10,ssRNA(+/-)
MT119598,Mammarenavirus lassaense,Mammarenavirus lassaense,,,,735,partial,Guinea: Damania,Guinea,Mastomys natalensis,blood,"Marien,J., Lo Iacono,G., Rieger,T., Magassouba,N., Gunther,S., Fichet-Calvet,E.",2015-04-18,2020-06-10,ssRNA(+/-)
MT119599,Mammarenavirus lassaense,Mammarenavirus lassaense,,,,735,partial,Guinea: Damania,Guinea,Mastomys natalensis,blood,"Marien,J., Lo Iacono,G., Rieger,T., Magassouba,N., Gunther,S., Fichet-Calvet,E.",2015-04-19,2020-06-10,ssRNA(+/-)
MT119600,Mammarenavirus lassaense,Mammarenavirus lassaense,,,,711,partial,Guinea: Damania,Guinea,Mastomys natalensis,blood,"Marien,J., Lo Iacono,G., Rieger,T., Magassouba,N., Gunther,S., Fichet-Calvet,E.",2015-11-13,2020-06-10,ssRNA(+/-)
MT119601,Mammarenavirus lassaense,Mammarenavirus lassaense,,,,711,partial,Guinea: Damania,Guinea,Mastomys natalensis,blood,"Marien,J., Lo Iacono,G., Rieger,T., Magassouba,N., Gunther,S., Fichet-Calvet,E.",2015-11-15,2020-06-10,ssRNA(+/-)
MT119602,Mammarenavirus lassaense,Mammarenavirus lassaense,,,,735,partial,Guinea: Damania,Guinea,Mastomys natalensis,blood,"Marien,J., Lo Iacono,G., Rieger,T., Magassouba,N., Gunther,S., Fichet-Calvet,E.",2016-11-16,2020-06-10,ssRNA(+/-)
MT119603,Mammarenavirus lassaense,Mammarenavirus lassaense,,,,735,partial,Guinea: Damania,Guinea,Mastomys natalensis,blood,"Marien,J., Lo Iacono,G., Rieger,T., Magassouba,N., Gunther,S., Fichet-Calvet,E.",2016-11-16,2020-06-10,ssRNA(+/-)
MT119604,Mammarenavirus lassaense,Mammarenavirus lassaense,,,,735,partial,Guinea: Damania,Guinea,Mastomys natalensis,blood,"Marien,J., Lo Iacono,G., Rieger,T., Magassouba,N., Gunther,S., Fichet-Calvet,E.",2016-11-16,2020-06-10,ssRNA(+/-)
MT119605,Mammarenavirus lassaense,Mammarenavirus lassaense,,,,735,partial,Guinea: Damania,Guinea,Mastomys natalensis,blood,"Marien,J., Lo Iacono,G., Rieger,T., Magassouba,N., Gunther,S., Fichet-Calvet,E.",2016-11-17,2020-06-10,ssRNA(+/-)
MT119606,Mammarenavirus lassaense,Mammarenavirus lassaense,,,,735,partial,Guinea: Sokourala,Guinea,Mastomys natalensis,blood,"Marien,J., Lo Iacono,G., Rieger,T., Magassouba,N., Gunther,S., Fichet-Calvet,E.",2013-11-09,2020-06-10,ssRNA(+/-)
