strain	date	abbr_authors	s_lineage	gpc_lineage	genbank_accession	author	accession	country	host	sub_lineage	division
Sok10	2013-11-08	Olayemi et al.	LIV_V	LIV_V	MN123681	Olayemi,A.,Adesina,A.S.,Strecker,T.,Magassouba,N.,Fichet-Calvet,E.,Adesina,A.	MN123681	Guinea	Mastomys natalensis		Sokourala
Bri-115	2015-11-09	Marien et al.	LIV_V	LIV_V	MT119466	Marien,J.,Lo Iacono,G.,Rieger,T.,Magassouba,N.,Gunther,S.,Fichet-Calvet,E.	MT119466	Guinea	Mastomys natalensis		Brissa
Bri-116	2015-11-09	Marien et al.	LIV_V	LIV_V	MT119467	Marien,J.,Lo Iacono,G.,Rieger,T.,Magassouba,N.,Gunther,S.,Fichet-Calvet,E.	MT119467	Guinea	Mastomys natalensis		Brissa
JIR76	2011-05-28	Kronmann et al.	LIV_V	LVII	JX845171	Kronmann,K.C.,Nimo-Paintsil,S.,Guirguis,F.,Kronmann,L.C.,Bonney,K.,Obiri-Danso,K.,Ampofo,W.,Fichet-Calvet,E.,Nimo Paintsil,S.	JX845171	Ghana	Mus baoulei		Jirandogo
Odo-akaba 13	2017-10-13	Yadouleton et al.	LIII	LVII	MH028396	Yadouleton,A.,Achaz,A.,Kourouma,F.,Saizounou,R.,Baptiste,J.-P.,Gunther,S.,Fichet-Calvet,E.	MH028396	Benin	Mus baoulei		Odo-Akaba
Worogui 50	2017-09-24	Yadouleton et al.	LIII	LVII	MH028397	Yadouleton,A.,Achaz,A.,Kourouma,F.,Saizounou,R.,Baptiste,J.-P.,Gunther,S.,Fichet-Calvet,E.	MH028397	Benin	Mus baoulei		Worogui
Worogui 51	2017-09-24	Yadouleton et al.	LIII	LVII	MH028398	Yadouleton,A.,Achaz,A.,Kourouma,F.,Saizounou,R.,Baptiste,J.-P.,Gunther,S.,Fichet-Calvet,E.	MH028398	Benin	Mus baoulei		Worogui
LASV/H.sapiens-tc/NGA/2016/IRR_006	2016-01-14	Ehichioya et al.	unclassified	unclassified	MK107927	Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	MK107927	Nigeria	Homo sapiens	a	Ekiti
OSPMH124	2009-03-31 (2009-03-04 - 2009-03-31)	Olayemi et al.	LVI	LVI	KT992439	Olayemi,A.,Cadar,D.,Magassouba,N.,Obadare,A.,Kourouma,F.,Oyeyiola,A.,Fasogbon,S.,Igbokwe,J.,Rieger,T.,Bockholt,S.,Jerome,H.,Schmidt-Chanasit,J.,Garigliany,M.,Lorenzen,S.,Igbahenah,F.,Fichet,J.N.,Ortsega,D.,Omilabu,S.,Gunther,S.,Fichet-Calvet,E.,Fichet,J.-N.	KT992439	Nigeria	Hylomyscus pamfi	c	
OSPMH89	2008-10-01 (2008-10-01 - 2008-10-28)	Olayemi et al.	LVI	LVI	KT992437	Olayemi,A.,Cadar,D.,Magassouba,N.,Obadare,A.,Kourouma,F.,Oyeyiola,A.,Fasogbon,S.,Igbokwe,J.,Rieger,T.,Bockholt,S.,Jerome,H.,Schmidt-Chanasit,J.,Garigliany,M.,Lorenzen,S.,Igbahenah,F.,Fichet,J.N.,Ortsega,D.,Omilabu,S.,Gunther,S.,Fichet-Calvet,E.,Fichet,J.-N.	KT992437	Nigeria	Hylomyscus pamfi	c	
OSPMH123	2009-03-01 (2009-03-01 - 2009-03-28)	Olayemi et al.	LVI	LVI	KT992438	Olayemi,A.,Cadar,D.,Magassouba,N.,Obadare,A.,Kourouma,F.,Oyeyiola,A.,Fasogbon,S.,Igbokwe,J.,Rieger,T.,Bockholt,S.,Jerome,H.,Schmidt-Chanasit,J.,Garigliany,M.,Lorenzen,S.,Igbahenah,F.,Fichet,J.N.,Ortsega,D.,Omilabu,S.,Gunther,S.,Fichet-Calvet,E.,Fichet,J.-N.	KT992438	Nigeria	Hylomyscus pamfi	c	
OSPMH86	2008-10-31 (2008-10-04 - 2008-10-31)	Olayemi et al.	LVI	LVI	KT992436	Olayemi,A.,Cadar,D.,Magassouba,N.,Obadare,A.,Kourouma,F.,Oyeyiola,A.,Fasogbon,S.,Igbokwe,J.,Rieger,T.,Bockholt,S.,Jerome,H.,Schmidt-Chanasit,J.,Garigliany,M.,Lorenzen,S.,Igbahenah,F.,Fichet,J.N.,Ortsega,D.,Omilabu,S.,Gunther,S.,Fichet-Calvet,E.,Fichet,J.-N.	KT992436	Nigeria	Hylomyscus pamfi	c	
KAK-428	2012-03-15	Olayemi et al.	LVI	LVI	KT992425	Olayemi,A.,Cadar,D.,Magassouba,N.,Obadare,A.,Kourouma,F.,Oyeyiola,A.,Fasogbon,S.,Igbokwe,J.,Rieger,T.,Bockholt,S.,Jerome,H.,Schmidt-Chanasit,J.,Garigliany,M.,Lorenzen,S.,Igbahenah,F.,Fichet,J.N.,Ortsega,D.,Omilabu,S.,Gunther,S.,Fichet-Calvet,E.,Fichet,J.-N.	KT992425	Nigeria	Hylomyscus pamfi		
Lassa/H.sapiens-wt/TGO/2016/201600568	2016-03-12	Whitmer et al.	LVII	LVII	MF990888	Whitmer,S.L.M.,Strecker,T.,Cadar,D.,Dienes,H.P.,Faber,K.,Patel,K.,Brown,S.M.,Davis,W.G.,Klena,J.D.,Rollin,P.E.,Schmidt-Chanasit,J.,Fichet-Calvet,E.,Noack,B.,Emmerich,P.,Rieger,T.,Wolff,S.,Fehling,S.K.,Eickmann,M.,Mengel,J.P.,Schultze,T.,Hain,T.,Ampofo,W.,Bonney,K.,Aryeequaye,J.N.D.,Ribner,B.,Varkey,J.B.,Mehta,A.K.,Lyon,G.M. III,Kann,G.,De Leuw,P.,Schuettfort,G.,Stephan,C.,Wieland,U.,Fries,J.W.U.,Kochanek,M.,Kraft,C.S.,Wolf,T.,Nichol,S.T.,Becker,S.,Stroher,U.,Gunther,S.,Davis,W.,Stroeher,U.	MF990888	Togo	Homo sapiens		
Togo/2016/7082	2016-02-26	Rieger et al.	LVII	LVII	KU961971	Rieger,T.,Cadar,D.,Schmidt-Chanasit,J.,Gunther,S.	KU961971	Togo	Homo sapiens		
Lassa/H.sapiens-tc/TGO/2016/812939	2016-03-12	Whitmer et al.	LVII	LVII	MF990889	Whitmer,S.L.M.,Strecker,T.,Cadar,D.,Dienes,H.P.,Faber,K.,Patel,K.,Brown,S.M.,Davis,W.G.,Klena,J.D.,Rollin,P.E.,Schmidt-Chanasit,J.,Fichet-Calvet,E.,Noack,B.,Emmerich,P.,Rieger,T.,Wolff,S.,Fehling,S.K.,Eickmann,M.,Mengel,J.P.,Schultze,T.,Hain,T.,Ampofo,W.,Bonney,K.,Aryeequaye,J.N.D.,Ribner,B.,Varkey,J.B.,Mehta,A.K.,Lyon,G.M. III,Kann,G.,De Leuw,P.,Schuettfort,G.,Stephan,C.,Wieland,U.,Fries,J.W.U.,Kochanek,M.,Kraft,C.S.,Wolf,T.,Nichol,S.T.,Becker,S.,Stroher,U.,Gunther,S.,Davis,W.,Stroeher,U.	MF990889	Togo	Homo sapiens		
Alzey	2016-03-16	Hain et al.	LVII	LVII	LT601602	Hain,T.	LT601602	Togo			
Lassa/H.sapiens/BEN/2016/16-15	2016-02-05	Yadouleton et al.	LVII	LVII	MT248262	Yadouleton,A.,Picard,C.,Rieger,T.,Loko,F.,Cadar,D.,Kouthon,E.C.,Job,E.O.,Bankole,H.,Oestereich,L.,Gbaguidi,F.,Pahlman,M.,Becker-Ziaja,B.,Journeaux,A.,Pannetier,D.,Mely,S.,Mundweiler,S.,Thomas,D.,Kohossi,L.,Saizonou,R.,Kakai,C.G.,Da Silva,M.,Kossoubedie,S.,Kakonku,A.L.,M'Pele,P.,Gunther,S.,Baize,S.,Fichet-Calvet,E.	MT248262	Benin	Homo sapiens		
BEN-16069	2016-02-23	Yadouleton et al.	LVII	LVII	MT193277	Yadouleton,A.,Picard,C.,Rieger,T.,Loko,F.,Cadar,D.,Kouthon,E.C.,Job,E.O.,Bankole,H.,Oestereich,L.,Gbaguidi,F.,Pahlman,M.,Becker-Ziaja,B.,Journeaux,A.,Pannetier,D.,Mely,S.,Mundweiler,S.,Thomas,D.,Kohossi,L.,Saizonou,R.,Kakai,C.G.,Da Silva,M.,Kossoubedie,S.,Kakonku,A.L.,M'Pele,P.,Gunther,S.,Baize,S.,Fichet-Calvet,E.	MT193277	Benin	Homo sapiens		
BEN-16131	2016-04-10	Yadouleton et al.	LVII	LVII	MT193282	Yadouleton,A.,Picard,C.,Rieger,T.,Loko,F.,Cadar,D.,Kouthon,E.C.,Job,E.O.,Bankole,H.,Oestereich,L.,Gbaguidi,F.,Pahlman,M.,Becker-Ziaja,B.,Journeaux,A.,Pannetier,D.,Mely,S.,Mundweiler,S.,Thomas,D.,Kohossi,L.,Saizonou,R.,Kakai,C.G.,Da Silva,M.,Kossoubedie,S.,Kakonku,A.L.,M'Pele,P.,Gunther,S.,Baize,S.,Fichet-Calvet,E.	MT193282	Benin	Homo sapiens		
Lassa/H.sapiens/BEN/2016/16-16	2016-02-05	Yadouleton et al.	LVII	LVII	MT248263	Yadouleton,A.,Picard,C.,Rieger,T.,Loko,F.,Cadar,D.,Kouthon,E.C.,Job,E.O.,Bankole,H.,Oestereich,L.,Gbaguidi,F.,Pahlman,M.,Becker-Ziaja,B.,Journeaux,A.,Pannetier,D.,Mely,S.,Mundweiler,S.,Thomas,D.,Kohossi,L.,Saizonou,R.,Kakai,C.G.,Da Silva,M.,Kossoubedie,S.,Kakonku,A.L.,M'Pele,P.,Gunther,S.,Baize,S.,Fichet-Calvet,E.	MT248263	Benin	Homo sapiens		
BEN-16070	2016-01-29	Yadouleton et al.	LVII	LVII	MT193278	Yadouleton,A.,Picard,C.,Rieger,T.,Loko,F.,Cadar,D.,Kouthon,E.C.,Job,E.O.,Bankole,H.,Oestereich,L.,Gbaguidi,F.,Pahlman,M.,Becker-Ziaja,B.,Journeaux,A.,Pannetier,D.,Mely,S.,Mundweiler,S.,Thomas,D.,Kohossi,L.,Saizonou,R.,Kakai,C.G.,Da Silva,M.,Kossoubedie,S.,Kakonku,A.L.,M'Pele,P.,Gunther,S.,Baize,S.,Fichet-Calvet,E.	MT193278	Benin	Homo sapiens		
BEN-14-26529	2014-10-25	Yadouleton et al.	LVII	LVII	MT193285	Yadouleton,A.,Picard,C.,Rieger,T.,Loko,F.,Cadar,D.,Kouthon,E.C.,Job,E.O.,Bankole,H.,Oestereich,L.,Gbaguidi,F.,Pahlman,M.,Becker-Ziaja,B.,Journeaux,A.,Pannetier,D.,Mely,S.,Mundweiler,S.,Thomas,D.,Kohossi,L.,Saizonou,R.,Kakai,C.G.,Da Silva,M.,Kossoubedie,S.,Kakonku,A.L.,M'Pele,P.,Gunther,S.,Baize,S.,Fichet-Calvet,E.	MT193285	Benin	Homo sapiens		
BEN-14-26530	2014-10-23	Yadouleton et al.	LVII	LVII	MT193284	Yadouleton,A.,Picard,C.,Rieger,T.,Loko,F.,Cadar,D.,Kouthon,E.C.,Job,E.O.,Bankole,H.,Oestereich,L.,Gbaguidi,F.,Pahlman,M.,Becker-Ziaja,B.,Journeaux,A.,Pannetier,D.,Mely,S.,Mundweiler,S.,Thomas,D.,Kohossi,L.,Saizonou,R.,Kakai,C.G.,Da Silva,M.,Kossoubedie,S.,Kakonku,A.L.,M'Pele,P.,Gunther,S.,Baize,S.,Fichet-Calvet,E.	MT193284	Benin	Homo sapiens		
BEN-16071	2016-02-07	Yadouleton et al.	LVII	LVII	MT193279	Yadouleton,A.,Picard,C.,Rieger,T.,Loko,F.,Cadar,D.,Kouthon,E.C.,Job,E.O.,Bankole,H.,Oestereich,L.,Gbaguidi,F.,Pahlman,M.,Becker-Ziaja,B.,Journeaux,A.,Pannetier,D.,Mely,S.,Mundweiler,S.,Thomas,D.,Kohossi,L.,Saizonou,R.,Kakai,C.G.,Da Silva,M.,Kossoubedie,S.,Kakonku,A.L.,M'Pele,P.,Gunther,S.,Baize,S.,Fichet-Calvet,E.	MT193279	Benin	Homo sapiens		
BEN-16090	2016-03-13	Yadouleton et al.	LVII	LVII	MT193281	Yadouleton,A.,Picard,C.,Rieger,T.,Loko,F.,Cadar,D.,Kouthon,E.C.,Job,E.O.,Bankole,H.,Oestereich,L.,Gbaguidi,F.,Pahlman,M.,Becker-Ziaja,B.,Journeaux,A.,Pannetier,D.,Mely,S.,Mundweiler,S.,Thomas,D.,Kohossi,L.,Saizonou,R.,Kakai,C.G.,Da Silva,M.,Kossoubedie,S.,Kakonku,A.L.,M'Pele,P.,Gunther,S.,Baize,S.,Fichet-Calvet,E.	MT193281	Benin	Homo sapiens		
BEN-16082	2016-03-05	Yadouleton et al.	LVII	LVII	MT193280	Yadouleton,A.,Picard,C.,Rieger,T.,Loko,F.,Cadar,D.,Kouthon,E.C.,Job,E.O.,Bankole,H.,Oestereich,L.,Gbaguidi,F.,Pahlman,M.,Becker-Ziaja,B.,Journeaux,A.,Pannetier,D.,Mely,S.,Mundweiler,S.,Thomas,D.,Kohossi,L.,Saizonou,R.,Kakai,C.G.,Da Silva,M.,Kossoubedie,S.,Kakonku,A.L.,M'Pele,P.,Gunther,S.,Baize,S.,Fichet-Calvet,E.	MT193280	Benin	Homo sapiens		
BEN-16-3490	2016-01-21	Yadouleton et al.	LVII	LVII	MT193286	Yadouleton,A.,Picard,C.,Rieger,T.,Loko,F.,Cadar,D.,Kouthon,E.C.,Job,E.O.,Bankole,H.,Oestereich,L.,Gbaguidi,F.,Pahlman,M.,Becker-Ziaja,B.,Journeaux,A.,Pannetier,D.,Mely,S.,Mundweiler,S.,Thomas,D.,Kohossi,L.,Saizonou,R.,Kakai,C.G.,Da Silva,M.,Kossoubedie,S.,Kakonku,A.L.,M'Pele,P.,Gunther,S.,Baize,S.,Fichet-Calvet,E.	MT193286	Benin	Homo sapiens		
Lassa/H.sapiens/BEN/2016/16-22	2016-01-28	Yadouleton et al.	LVII	LVII	MT248264	Yadouleton,A.,Picard,C.,Rieger,T.,Loko,F.,Cadar,D.,Kouthon,E.C.,Job,E.O.,Bankole,H.,Oestereich,L.,Gbaguidi,F.,Pahlman,M.,Becker-Ziaja,B.,Journeaux,A.,Pannetier,D.,Mely,S.,Mundweiler,S.,Thomas,D.,Kohossi,L.,Saizonou,R.,Kakai,C.G.,Da Silva,M.,Kossoubedie,S.,Kakonku,A.L.,M'Pele,P.,Gunther,S.,Baize,S.,Fichet-Calvet,E.	MT248264	Benin	Homo sapiens		
BEN-16-3489	2016-01-21	Yadouleton et al.	LVII	LVII	MT193287	Yadouleton,A.,Picard,C.,Rieger,T.,Loko,F.,Cadar,D.,Kouthon,E.C.,Job,E.O.,Bankole,H.,Oestereich,L.,Gbaguidi,F.,Pahlman,M.,Becker-Ziaja,B.,Journeaux,A.,Pannetier,D.,Mely,S.,Mundweiler,S.,Thomas,D.,Kohossi,L.,Saizonou,R.,Kakai,C.G.,Da Silva,M.,Kossoubedie,S.,Kakonku,A.L.,M'Pele,P.,Gunther,S.,Baize,S.,Fichet-Calvet,E.	MT193287	Benin	Homo sapiens		
BEN-16-3488	2016-01-21	Yadouleton et al.	LVII	LVII	MT193288	Yadouleton,A.,Picard,C.,Rieger,T.,Loko,F.,Cadar,D.,Kouthon,E.C.,Job,E.O.,Bankole,H.,Oestereich,L.,Gbaguidi,F.,Pahlman,M.,Becker-Ziaja,B.,Journeaux,A.,Pannetier,D.,Mely,S.,Mundweiler,S.,Thomas,D.,Kohossi,L.,Saizonou,R.,Kakai,C.G.,Da Silva,M.,Kossoubedie,S.,Kakonku,A.L.,M'Pele,P.,Gunther,S.,Baize,S.,Fichet-Calvet,E.	MT193288	Benin	Homo sapiens		
LASV/H.sapiens-tc/NGA/2016/IRR_018	2016-02-09	Ehichioya et al.	LII	LII	MK107923	Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	MK107923	Nigeria	Homo sapiens	2a	Ebonyi
NIGERIA IKEJI	1989-01-01	Rossi et al.	LII	LII	KU978811	Rossi,S.L.,Guerbois,M.,Forrester,N.L.,Ksiazek,T.,Lin,D.,Hari,K.,Weaver,S.C.	KU978811	Nigeria	Homo sapiens		
LASV/H.sapiens-wt/NGA/2018/IRR_060	2018-02-03	Kafetzopoulou et al.	LII	LII	MK117992	Kafetzopoulou,L.E.,Pullan,S.T.,Lemey,P.,Suchard,M.A.,Ehichioya,D.U.,Pahlmann,M.,Thielebein,A.,Hinzmann,J.,Oestereich,L.,Wozniak,D.M.,Efthymiadis,K.,Schachten,D.,Koenig,F.,Matjeschk,J.,Lorenzen,S.,Lumley,S.,Ighodalo,Y.,Adomeh,D.I.,Olokor,T.,Omomoh,E.,Omiumu,R.,Agbukor,J.,Ebo,B.,Aiyepada,J.,Ebhodaghe,P.,Osiemi,B.,Ehikhametalor,S.,Akhilomen,P.,Airende,M.,Esumeh,R.,Muoebonam,E.,Giwa,R.,Ekanem,A.,Igenegbale,G.,Odigie,G.,Okonofua,G.,Ukpetena,R.A.,Oyakhilome,J.,Yerumoh,E.O.,Odia,I.,Aire,C.,Okonofua,M.,Atafo,R.,Tobin,E.,Asogun,D.,Akpede,N.,Okokhere,P.O.,Rafiu,M.O.,Iraoyah,K.O.,Iruolagbe,C.O.,Akhideno,P.,Erameh,C.,Akpede,G.,Isibor,E.,Naidoo,D.,Hewson,R.,Hiscox,J.A.,Vipond,R.,Carroll,M.W.,Ihekweazu,C.,Formenty,P.,Okogbenin,S.,Ogbaini-Emovon,E.,Gunther,S.,Duraffour,S.	MK117992	Nigeria	Homo sapiens	2a	Ebonyi
Lassa virus/H.sapiens-wt/NGA/2016/ISTH_0779	2016-02-29	Odia et al.	LII	LII	MH053584	Odia,I.,Ehaine,P.,Oguzie,J.U.,Siddle,K.J.,Mehta,S.,Barnes,K.M.,Winnicki,S.M.,Brehio,P.,Shah,R.,Chak,B.,Yozwiak,N.,Amao,A.,Nosamiefan,I.,Birren,B.W.,Park,D.J.,Folarin,O.,Okokhere,P.,Sabeti,P.C.,Happi,C.T.	MH053584	Nigeria	Homo sapiens		
LASV/H.sapiens-wt/NGA/2017/IRR_008	2017-02-02	Kafetzopoulou et al.	LII	LII	MK117950	Kafetzopoulou,L.E.,Pullan,S.T.,Lemey,P.,Suchard,M.A.,Ehichioya,D.U.,Pahlmann,M.,Thielebein,A.,Hinzmann,J.,Oestereich,L.,Wozniak,D.M.,Efthymiadis,K.,Schachten,D.,Koenig,F.,Matjeschk,J.,Lorenzen,S.,Lumley,S.,Ighodalo,Y.,Adomeh,D.I.,Olokor,T.,Omomoh,E.,Omiumu,R.,Agbukor,J.,Ebo,B.,Aiyepada,J.,Ebhodaghe,P.,Osiemi,B.,Ehikhametalor,S.,Akhilomen,P.,Airende,M.,Esumeh,R.,Muoebonam,E.,Giwa,R.,Ekanem,A.,Igenegbale,G.,Odigie,G.,Okonofua,G.,Ukpetena,R.A.,Oyakhilome,J.,Yerumoh,E.O.,Odia,I.,Aire,C.,Okonofua,M.,Atafo,R.,Tobin,E.,Asogun,D.,Akpede,N.,Okokhere,P.O.,Rafiu,M.O.,Iraoyah,K.O.,Iruolagbe,C.O.,Akhideno,P.,Erameh,C.,Akpede,G.,Isibor,E.,Naidoo,D.,Hewson,R.,Hiscox,J.A.,Vipond,R.,Carroll,M.W.,Ihekweazu,C.,Formenty,P.,Okogbenin,S.,Ogbaini-Emovon,E.,Gunther,S.,Duraffour,S.	MK117950	Nigeria	Homo sapiens	2a	Ebonyi
LASV/H.sapiens-tc/NGA/2016/IRR_013	2016-01-27	Ehichioya et al.	LII	LII	MK107928	Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	MK107928	Nigeria	Homo sapiens	2b	Imo
LASV/H.sapiens-tc/NGA/2013/IRR_007	2013-02-03	Ehichioya et al.	LII	LII	MK107962	Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	MK107962	Nigeria	Homo sapiens	2b	Enugu
LASV/H.sapiens-tc/NGA/2012/IRR_004	2012-02-10	Ehichioya et al.	LII	LII	MK107966	Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	MK107966	Nigeria	Homo sapiens	2b	Rivers
LASV/H.sapiens-wt/NGA/2013/IRR_012	2013-04-11	Ehichioya et al.	LII	LII	MK107976	Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	MK107976	Nigeria	Homo sapiens	2b	Rivers
LASV/H.sapiens-tc/NGA/2012/IRR_006	2012-02-21	Ehichioya et al.	LII	LII	MK107967	Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	MK107967	Nigeria	Homo sapiens	2b	Rivers
LASV/H.sapiens-tc/NGA/2016/IRR_007	2016-01-18	Ehichioya et al.	LII	LII	MK107922	Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	MK107922	Nigeria	Homo sapiens	2b	Cross River
Lassa virus/H.sapiens-wt/NGA/2016/ISTH_0133	2016-01-14	Odia et al.	LII	LII	MH053567	Odia,I.,Ehaine,P.,Oguzie,J.U.,Siddle,K.J.,Mehta,S.,Barnes,K.M.,Winnicki,S.M.,Brehio,P.,Shah,R.,Chak,B.,Yozwiak,N.,Amao,A.,Nosamiefan,I.,Birren,B.W.,Park,D.J.,Folarin,O.,Okokhere,P.,Sabeti,P.C.,Happi,C.T.	MH053567	Nigeria	Homo sapiens		
LASV/H.sapiens-tc/NGA/2012/IRR_003	2012-02-10	Ehichioya et al.	LII	LII	MK107960	Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	MK107960	Nigeria	Homo sapiens	2d	Taraba
Lassa virus/H.sapiens-wt/NGA/2016/ISTH_0104	2016-01-05	Odia et al.	LII	LII	MH053562	Odia,I.,Ehaine,P.,Oguzie,J.U.,Siddle,K.J.,Mehta,S.,Barnes,K.M.,Winnicki,S.M.,Brehio,P.,Shah,R.,Chak,B.,Yozwiak,N.,Amao,A.,Nosamiefan,I.,Birren,B.W.,Park,D.J.,Folarin,O.,Okokhere,P.,Sabeti,P.C.,Happi,C.T.	MH053562	Nigeria	Homo sapiens		
LASV/H.sapiens-tc/NGA/2016/IRR_004	2016-01-05	Ehichioya et al.	LII	LII	MK107942	Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	MK107942	Nigeria	Homo sapiens	2d	Taraba
LASV/H.sapiens-tc/NGA/2015/IRR_007	2015-02-25	Ehichioya et al.	LII	LII	MK107952	Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	MK107952	Nigeria	Homo sapiens	2d	Taraba
LASV/H.sapiens-wt/NGA/2013/IRR_009	2013-03-09	Ehichioya et al.	LII	LII	MK107977	Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	MK107977	Nigeria	Homo sapiens		Taraba
LASV/H.sapiens-tc/NGA/2013/IRR_008	2013-03-06	Ehichioya et al.	LII	LII	MK107901	Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	MK107901	Nigeria	Homo sapiens	2d	Taraba
H.sapiens-wt/NGA/2018/LASV0154-TARABA-2018	2018-02-04	Siddle et al.	LII	LII	MH887880	Siddle,K.J.,Eromon,P.,Barnes,K.G.,Mehta,S.,Oguzie,J.U.,Odia,I.,Schaffner,S.F.,Winnicki,S.M.,Shah,R.R.,Qu,J.,Wohl,S.,Brehio,P.,Iruolagbe,C.,Aiyepada,J.,Uyigue,E.,Akhilomen,P.,Okonofua,G.,Ye,S.,Kayode,T.,Ajogbasile,F.,Uwanibe,J.,Gaye,A.,Momoh,M.,Chak,B.,Kotliar,D.,Carter,A.,Gladden-Young,A.,Freije,C.A.,Omoregie,O.,Osiemi,B.,Muoebonam,E.B.,Airende,M.,Enigbe,R.,Ebo,B.,Nosamiefan,I.,Oluniyi,P.,Nekoui,M.,Ogbaini-Emovon,E.,Garry,R.F.,Andersen,K.G.,Park,D.J.,Yozwiak,N.L.,Akpede,G.,Ihekweazu,C.,Tomori,O.,Okogbenin,S.,Folarin,O.A.,Okokhere,P.O.,MacInnis,B.L.,Sabeti,P.C.,Happi,C.T.,Winnicki,S.,Shah,R.,Yozwiak,N.,Adebayo,A.,Birren,B.W.,Folarin,O.,Okokhere,P.	MH887880	Nigeria	Homo sapiens		
LASV/H.sapiens-tc/NGA/2012/IRR_005	2012-02-10	Ehichioya et al.	LII	LII	MK107969	Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	MK107969	Nigeria	Homo sapiens		Taraba
ISTH2069-NIG-2012	2012-01-01 (2012-01-01 - 2012-11-02)	Andersen et al.	LII	LII	KM821977	Andersen,K.G.,Shapiro,B.J.,Matranga,C.B.,Gire,S.K.,Sealfon,R.,England,E.M.,Winnicki,S.,Moses,L.M.,Stremlau,M.,Folarin,O.,Odia,I.,Ehiane,P.,Goba,A.,Momoh,M.,Gnirke,A.,Birren,B.,Hensley,L.,Levin,J.Z.,Happi,C.T.,Garry,R.F.,Sabeti,P.C.	KM821977	Nigeria	Homo sapiens		
ISTH2066-NIG-2012	2012-01-01 (2012-01-01 - 2012-10-31)	Andersen et al.	LII	LII	KM821976	Andersen,K.G.,Shapiro,B.J.,Matranga,C.B.,Gire,S.K.,Sealfon,R.,England,E.M.,Winnicki,S.,Moses,L.M.,Stremlau,M.,Folarin,O.,Odia,I.,Ehiane,P.,Goba,A.,Momoh,M.,Gnirke,A.,Birren,B.,Hensley,L.,Levin,J.Z.,Happi,C.T.,Garry,R.F.,Sabeti,P.C.	KM821976	Nigeria	Homo sapiens		
ISTH2065-NIG-2012	2012-01-25 (2012-01-01 - 2012-12-31)	Andersen et al.	LII	LII	KM821974	Andersen,K.G.,Shapiro,B.J.,Matranga,C.B.,Gire,S.K.,Sealfon,R.,England,E.M.,Winnicki,S.,Moses,L.M.,Stremlau,M.,Folarin,O.,Odia,I.,Ehiane,P.,Goba,A.,Momoh,M.,Gnirke,A.,Birren,B.,Hensley,L.,Levin,J.Z.,Happi,C.T.,Garry,R.F.,Sabeti,P.C.	KM821974	Nigeria	Homo sapiens		
