strain	date	abbr_authors	s_lineage	sub_lineage	gpc_lineage	genbank_accession	author	accession	host	country	division
LASV/H.sapiens-tc/NGA/2016/IRR_013	2016-01-27	Ehichioya et al.	LII	2b	LII	MK107928	Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	MK107928	Homo sapiens	Nigeria	Imo
LASV/H.sapiens-tc/NGA/2013/IRR_007	2013-02-03	Ehichioya et al.	LII	2b	LII	MK107962	Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	MK107962	Homo sapiens	Nigeria	Enugu
LASV/H.sapiens-tc/NGA/2012/IRR_004	2012-02-10	Ehichioya et al.	LII	2b	LII	MK107966	Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	MK107966	Homo sapiens	Nigeria	Rivers
LASV/H.sapiens-wt/NGA/2013/IRR_012	2013-04-11	Ehichioya et al.	LII	2b	LII	MK107976	Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	MK107976	Homo sapiens	Nigeria	Rivers
LASV/H.sapiens-tc/NGA/2012/IRR_006	2012-02-21	Ehichioya et al.	LII	2b	LII	MK107967	Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	MK107967	Homo sapiens	Nigeria	Rivers
LASV/H.sapiens-tc/NGA/2016/IRR_007	2016-01-18	Ehichioya et al.	LII	2b	LII	MK107922	Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	MK107922	Homo sapiens	Nigeria	Cross River
Lassa virus/H.sapiens-wt/NGA/2016/ISTH_0133	2016-01-14	Odia et al.	LII		LII	MH053567	Odia,I.,Ehaine,P.,Oguzie,J.U.,Siddle,K.J.,Mehta,S.,Barnes,K.M.,Winnicki,S.M.,Brehio,P.,Shah,R.,Chak,B.,Yozwiak,N.,Amao,A.,Nosamiefan,I.,Birren,B.W.,Park,D.J.,Folarin,O.,Okokhere,P.,Sabeti,P.C.,Happi,C.T.	MH053567	Homo sapiens	Nigeria	
LASV/H.sapiens-tc/NGA/2016/IRR_030	2016-03-01	Ehichioya et al.	LII	2g3	LII	MK107957	Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	MK107957	Homo sapiens	Nigeria	Ondo
LASV/H.sapiens-tc/NGA/2016/IRR_027	2016-02-28	Ehichioya et al.	LII	2c	LII	MK107926	Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	MK107926	Homo sapiens	Nigeria	Ebonyi
Lassa virus/H.sapiens-wt/NGA/2016/ISTH_1150	2016-04-25	Odia et al.	LII		LII	MH053560	Odia,I.,Ehaine,P.,Oguzie,J.U.,Siddle,K.J.,Mehta,S.,Barnes,K.M.,Winnicki,S.M.,Brehio,P.,Shah,R.,Chak,B.,Yozwiak,N.,Amao,A.,Nosamiefan,I.,Birren,B.W.,Park,D.J.,Folarin,O.,Okokhere,P.,Sabeti,P.C.,Happi,C.T.	MH053560	Homo sapiens	Nigeria	
Lassa virus/H.sapiens-wt/NGA/2016/ISTH_1311	2016-06-10	Odia et al.	LII		LII	MH053501	Odia,I.,Ehaine,P.,Oguzie,J.U.,Siddle,K.J.,Mehta,S.,Barnes,K.M.,Winnicki,S.M.,Brehio,P.,Shah,R.,Chak,B.,Yozwiak,N.,Amao,A.,Nosamiefan,I.,Birren,B.W.,Park,D.J.,Folarin,O.,Okokhere,P.,Sabeti,P.C.,Happi,C.T.	MH053501	Homo sapiens	Nigeria	
Lassa virus/H.sapiens-wt/NGA/2016/ISTH_0777	2016-02-28	Odia et al.	LII		LII	MH053552	Odia,I.,Ehaine,P.,Oguzie,J.U.,Siddle,K.J.,Mehta,S.,Barnes,K.M.,Winnicki,S.M.,Brehio,P.,Shah,R.,Chak,B.,Yozwiak,N.,Amao,A.,Nosamiefan,I.,Birren,B.W.,Park,D.J.,Folarin,O.,Okokhere,P.,Sabeti,P.C.,Happi,C.T.	MH053552	Homo sapiens	Nigeria	
Nig16-10	2016-01-01 (2016-01-01 - 2016-11-23)	Oloniniyi et al.	LII		LII	LC388592	Oloniniyi,O.K.,Unigwe,U.S.,Okada,S.,Kimura,M.,Koyano,S.,Miyazaki,Y.,Iroezindu,M.O.,Ajayi,N.A.,Chukwubike,C.M.,Chika-Igwenyi,N.M.,Ndu,A.C.,Nwidi,D.U.,Abe,H.,Urata,S.,Kurosaki,Y.,Yasuda,J.	LC388592	Homo sapiens	Nigeria	Ebonyi
LASV/H.sapiens-wt/NGA/2018/IRR_034	2018-01-25	Kafetzopoulou et al.	LII	2c	LII	MK117974	Kafetzopoulou,L.E.,Pullan,S.T.,Lemey,P.,Suchard,M.A.,Ehichioya,D.U.,Pahlmann,M.,Thielebein,A.,Hinzmann,J.,Oestereich,L.,Wozniak,D.M.,Efthymiadis,K.,Schachten,D.,Koenig,F.,Matjeschk,J.,Lorenzen,S.,Lumley,S.,Ighodalo,Y.,Adomeh,D.I.,Olokor,T.,Omomoh,E.,Omiumu,R.,Agbukor,J.,Ebo,B.,Aiyepada,J.,Ebhodaghe,P.,Osiemi,B.,Ehikhametalor,S.,Akhilomen,P.,Airende,M.,Esumeh,R.,Muoebonam,E.,Giwa,R.,Ekanem,A.,Igenegbale,G.,Odigie,G.,Okonofua,G.,Ukpetena,R.A.,Oyakhilome,J.,Yerumoh,E.O.,Odia,I.,Aire,C.,Okonofua,M.,Atafo,R.,Tobin,E.,Asogun,D.,Akpede,N.,Okokhere,P.O.,Rafiu,M.O.,Iraoyah,K.O.,Iruolagbe,C.O.,Akhideno,P.,Erameh,C.,Akpede,G.,Isibor,E.,Naidoo,D.,Hewson,R.,Hiscox,J.A.,Vipond,R.,Carroll,M.W.,Ihekweazu,C.,Formenty,P.,Okogbenin,S.,Ogbaini-Emovon,E.,Gunther,S.,Duraffour,S.	MK117974	Homo sapiens	Nigeria	Ebonyi
LASV/H.sapiens-tc/NGA/2016/IRR_026	2016-02-26	Ehichioya et al.	LII	2c	LII	MK107925	Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	MK107925	Homo sapiens	Nigeria	Ebonyi
LASV/H.sapiens-wt/NGA/2018/IRR_011	2018-01-13	Kafetzopoulou et al.	LII	2c	LII	MK117960	Kafetzopoulou,L.E.,Pullan,S.T.,Lemey,P.,Suchard,M.A.,Ehichioya,D.U.,Pahlmann,M.,Thielebein,A.,Hinzmann,J.,Oestereich,L.,Wozniak,D.M.,Efthymiadis,K.,Schachten,D.,Koenig,F.,Matjeschk,J.,Lorenzen,S.,Lumley,S.,Ighodalo,Y.,Adomeh,D.I.,Olokor,T.,Omomoh,E.,Omiumu,R.,Agbukor,J.,Ebo,B.,Aiyepada,J.,Ebhodaghe,P.,Osiemi,B.,Ehikhametalor,S.,Akhilomen,P.,Airende,M.,Esumeh,R.,Muoebonam,E.,Giwa,R.,Ekanem,A.,Igenegbale,G.,Odigie,G.,Okonofua,G.,Ukpetena,R.A.,Oyakhilome,J.,Yerumoh,E.O.,Odia,I.,Aire,C.,Okonofua,M.,Atafo,R.,Tobin,E.,Asogun,D.,Akpede,N.,Okokhere,P.O.,Rafiu,M.O.,Iraoyah,K.O.,Iruolagbe,C.O.,Akhideno,P.,Erameh,C.,Akpede,G.,Isibor,E.,Naidoo,D.,Hewson,R.,Hiscox,J.A.,Vipond,R.,Carroll,M.W.,Ihekweazu,C.,Formenty,P.,Okogbenin,S.,Ogbaini-Emovon,E.,Gunther,S.,Duraffour,S.	MK117960	Homo sapiens	Nigeria	Ebonyi
H.sapiens-wt/NGA/2018/LASV0125-EBONYI-2018	2018-01-13	Siddle et al.	LII		LII	MH887837	Siddle,K.J.,Eromon,P.,Barnes,K.G.,Mehta,S.,Oguzie,J.U.,Odia,I.,Schaffner,S.F.,Winnicki,S.M.,Shah,R.R.,Qu,J.,Wohl,S.,Brehio,P.,Iruolagbe,C.,Aiyepada,J.,Uyigue,E.,Akhilomen,P.,Okonofua,G.,Ye,S.,Kayode,T.,Ajogbasile,F.,Uwanibe,J.,Gaye,A.,Momoh,M.,Chak,B.,Kotliar,D.,Carter,A.,Gladden-Young,A.,Freije,C.A.,Omoregie,O.,Osiemi,B.,Muoebonam,E.B.,Airende,M.,Enigbe,R.,Ebo,B.,Nosamiefan,I.,Oluniyi,P.,Nekoui,M.,Ogbaini-Emovon,E.,Garry,R.F.,Andersen,K.G.,Park,D.J.,Yozwiak,N.L.,Akpede,G.,Ihekweazu,C.,Tomori,O.,Okogbenin,S.,Folarin,O.A.,Okokhere,P.O.,MacInnis,B.L.,Sabeti,P.C.,Happi,C.T.,Winnicki,S.,Shah,R.,Yozwiak,N.,Adebayo,A.,Birren,B.W.,Folarin,O.,Okokhere,P.	MH887837	Homo sapiens	Nigeria	
LASV/H.sapiens-wt/NGA/2018/IRR_013	2018-01-13	Kafetzopoulou et al.	LII	2c	LII	MK117961	Kafetzopoulou,L.E.,Pullan,S.T.,Lemey,P.,Suchard,M.A.,Ehichioya,D.U.,Pahlmann,M.,Thielebein,A.,Hinzmann,J.,Oestereich,L.,Wozniak,D.M.,Efthymiadis,K.,Schachten,D.,Koenig,F.,Matjeschk,J.,Lorenzen,S.,Lumley,S.,Ighodalo,Y.,Adomeh,D.I.,Olokor,T.,Omomoh,E.,Omiumu,R.,Agbukor,J.,Ebo,B.,Aiyepada,J.,Ebhodaghe,P.,Osiemi,B.,Ehikhametalor,S.,Akhilomen,P.,Airende,M.,Esumeh,R.,Muoebonam,E.,Giwa,R.,Ekanem,A.,Igenegbale,G.,Odigie,G.,Okonofua,G.,Ukpetena,R.A.,Oyakhilome,J.,Yerumoh,E.O.,Odia,I.,Aire,C.,Okonofua,M.,Atafo,R.,Tobin,E.,Asogun,D.,Akpede,N.,Okokhere,P.O.,Rafiu,M.O.,Iraoyah,K.O.,Iruolagbe,C.O.,Akhideno,P.,Erameh,C.,Akpede,G.,Isibor,E.,Naidoo,D.,Hewson,R.,Hiscox,J.A.,Vipond,R.,Carroll,M.W.,Ihekweazu,C.,Formenty,P.,Okogbenin,S.,Ogbaini-Emovon,E.,Gunther,S.,Duraffour,S.	MK117961	Homo sapiens	Nigeria	Imo
H.sapiens-wt/NGA/2018/LASV0127-EBONYI-2018	2018-01-13	Siddle et al.	LII		LII	MH887860	Siddle,K.J.,Eromon,P.,Barnes,K.G.,Mehta,S.,Oguzie,J.U.,Odia,I.,Schaffner,S.F.,Winnicki,S.M.,Shah,R.R.,Qu,J.,Wohl,S.,Brehio,P.,Iruolagbe,C.,Aiyepada,J.,Uyigue,E.,Akhilomen,P.,Okonofua,G.,Ye,S.,Kayode,T.,Ajogbasile,F.,Uwanibe,J.,Gaye,A.,Momoh,M.,Chak,B.,Kotliar,D.,Carter,A.,Gladden-Young,A.,Freije,C.A.,Omoregie,O.,Osiemi,B.,Muoebonam,E.B.,Airende,M.,Enigbe,R.,Ebo,B.,Nosamiefan,I.,Oluniyi,P.,Nekoui,M.,Ogbaini-Emovon,E.,Garry,R.F.,Andersen,K.G.,Park,D.J.,Yozwiak,N.L.,Akpede,G.,Ihekweazu,C.,Tomori,O.,Okogbenin,S.,Folarin,O.A.,Okokhere,P.O.,MacInnis,B.L.,Sabeti,P.C.,Happi,C.T.,Winnicki,S.,Shah,R.,Yozwiak,N.,Adebayo,A.,Birren,B.W.,Folarin,O.,Okokhere,P.	MH887860	Homo sapiens	Nigeria	
LASV/H.sapiens-wt/NGA/2018/IRR_013_I	2018-01-13	Kafetzopoulou et al.	LII		LII	MK117853	Kafetzopoulou,L.E.,Pullan,S.T.,Lemey,P.,Suchard,M.A.,Ehichioya,D.U.,Pahlmann,M.,Thielebein,A.,Hinzmann,J.,Oestereich,L.,Wozniak,D.M.,Efthymiadis,K.,Schachten,D.,Koenig,F.,Matjeschk,J.,Lorenzen,S.,Lumley,S.,Ighodalo,Y.,Adomeh,D.I.,Olokor,T.,Omomoh,E.,Omiumu,R.,Agbukor,J.,Ebo,B.,Aiyepada,J.,Ebhodaghe,P.,Osiemi,B.,Ehikhametalor,S.,Akhilomen,P.,Airende,M.,Esumeh,R.,Muoebonam,E.,Giwa,R.,Ekanem,A.,Igenegbale,G.,Odigie,G.,Okonofua,G.,Ukpetena,R.A.,Oyakhilome,J.,Yerumoh,E.O.,Odia,I.,Aire,C.,Okonofua,M.,Atafo,R.,Tobin,E.,Asogun,D.,Akpede,N.,Okokhere,P.O.,Rafiu,M.O.,Iraoyah,K.O.,Iruolagbe,C.O.,Akhideno,P.,Erameh,C.,Akpede,G.,Isibor,E.,Naidoo,D.,Hewson,R.,Hiscox,J.A.,Vipond,R.,Carroll,M.W.,Ihekweazu,C.,Formenty,P.,Okogbenin,S.,Ogbaini-Emovon,E.,Gunther,S.,Duraffour,S.	MK117853	Homo sapiens	Nigeria	Imo
Lassa virus/H.sapiens-wt/NGA/2016/ISTH_0565	2016-02-11	Odia et al.	LII		LII	MH053572	Odia,I.,Ehaine,P.,Oguzie,J.U.,Siddle,K.J.,Mehta,S.,Barnes,K.M.,Winnicki,S.M.,Brehio,P.,Shah,R.,Chak,B.,Yozwiak,N.,Amao,A.,Nosamiefan,I.,Birren,B.W.,Park,D.J.,Folarin,O.,Okokhere,P.,Sabeti,P.C.,Happi,C.T.	MH053572	Homo sapiens	Nigeria	
LASV/H.sapiens-tc/NGA/2016/IRR_021	2016-02-18	Ehichioya et al.	LII	2c	LII	MK107924	Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	MK107924	Homo sapiens	Nigeria	Ebonyi
Nig16-13	2016-12-31 (2016-02-13 - 2016-12-31)	Oloniniyi et al.	LII		LII	LC387486	Oloniniyi,O.K.,Unigwe,U.S.,Okada,S.,Kimura,M.,Koyano,S.,Miyazaki,Y.,Iroezindu,M.O.,Ajayi,N.A.,Chukwubike,C.M.,Chika-Igwenyi,N.M.,Ndu,A.C.,Nwidi,D.U.,Abe,H.,Urata,S.,Kurosaki,Y.,Yasuda,J.	LC387486	Homo sapiens	Nigeria	Ebonyi
Nig08-04	2008-01-01 (2008-01-01 - 2008-11-20)	Ehichioya et al.	LII	2c	LII	GU481068	Ehichioya,D.U.,Hass,M.,Olschlager,S.,Becker-Ziaja,B.,Onyebuchi Chukwu,C.O.,Coker,J.,Nasidi,A.,Ogugua,O.O.,Gunther,S.,Omilabu,S.A.,Ehimuan,J.,Asogun,D.A.,Fichet-Calvet,E.,Kleinsteuber,K.,Lelke,M.,Ter Meulen,J.,Akpede,G.O.,Ehichioya,D.,Omilabu,S.	GU481068	Homo sapiens	Nigeria	Ebonyi
Nig13-04	2013-12-31 (2013-02-15 - 2013-12-31)	Oloniniyi et al.	LII		LII	LC387470	Oloniniyi,O.K.,Unigwe,U.S.,Okada,S.,Kimura,M.,Koyano,S.,Miyazaki,Y.,Iroezindu,M.O.,Ajayi,N.A.,Chukwubike,C.M.,Chika-Igwenyi,N.M.,Ndu,A.C.,Nwidi,D.U.,Abe,H.,Urata,S.,Kurosaki,Y.,Yasuda,J.	LC387470	Homo sapiens	Nigeria	Ebonyi
LASV/H.sapiens-wt/NGA/2018/IRR_101	2018-02-12	Kafetzopoulou et al.	LII	2c	LII	MK118020	Kafetzopoulou,L.E.,Pullan,S.T.,Lemey,P.,Suchard,M.A.,Ehichioya,D.U.,Pahlmann,M.,Thielebein,A.,Hinzmann,J.,Oestereich,L.,Wozniak,D.M.,Efthymiadis,K.,Schachten,D.,Koenig,F.,Matjeschk,J.,Lorenzen,S.,Lumley,S.,Ighodalo,Y.,Adomeh,D.I.,Olokor,T.,Omomoh,E.,Omiumu,R.,Agbukor,J.,Ebo,B.,Aiyepada,J.,Ebhodaghe,P.,Osiemi,B.,Ehikhametalor,S.,Akhilomen,P.,Airende,M.,Esumeh,R.,Muoebonam,E.,Giwa,R.,Ekanem,A.,Igenegbale,G.,Odigie,G.,Okonofua,G.,Ukpetena,R.A.,Oyakhilome,J.,Yerumoh,E.O.,Odia,I.,Aire,C.,Okonofua,M.,Atafo,R.,Tobin,E.,Asogun,D.,Akpede,N.,Okokhere,P.O.,Rafiu,M.O.,Iraoyah,K.O.,Iruolagbe,C.O.,Akhideno,P.,Erameh,C.,Akpede,G.,Isibor,E.,Naidoo,D.,Hewson,R.,Hiscox,J.A.,Vipond,R.,Carroll,M.W.,Ihekweazu,C.,Formenty,P.,Okogbenin,S.,Ogbaini-Emovon,E.,Gunther,S.,Duraffour,S.	MK118020	Homo sapiens	Nigeria	Ebonyi
ISTH2094-NIG-2012	2012-01-01 (2012-01-01 - 2012-11-23)	Andersen et al.	LII		LII	KM821979	Andersen,K.G.,Shapiro,B.J.,Matranga,C.B.,Gire,S.K.,Sealfon,R.,England,E.M.,Winnicki,S.,Moses,L.M.,Stremlau,M.,Folarin,O.,Odia,I.,Ehiane,P.,Goba,A.,Momoh,M.,Gnirke,A.,Birren,B.,Hensley,L.,Levin,J.Z.,Happi,C.T.,Garry,R.F.,Sabeti,P.C.	KM821979	Homo sapiens	Nigeria	
LASV/H.sapiens-tc/NGA/2013/IRR_005	2013-01-25	Ehichioya et al.	LII	2c	LII	MK107961	Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	MK107961	Homo sapiens	Nigeria	Ebonyi
LASV/H.sapiens-wt/NGA/2018/IRR_045	2018-02-04	Kafetzopoulou et al.	LII	2c	LII	MK117981	Kafetzopoulou,L.E.,Pullan,S.T.,Lemey,P.,Suchard,M.A.,Ehichioya,D.U.,Pahlmann,M.,Thielebein,A.,Hinzmann,J.,Oestereich,L.,Wozniak,D.M.,Efthymiadis,K.,Schachten,D.,Koenig,F.,Matjeschk,J.,Lorenzen,S.,Lumley,S.,Ighodalo,Y.,Adomeh,D.I.,Olokor,T.,Omomoh,E.,Omiumu,R.,Agbukor,J.,Ebo,B.,Aiyepada,J.,Ebhodaghe,P.,Osiemi,B.,Ehikhametalor,S.,Akhilomen,P.,Airende,M.,Esumeh,R.,Muoebonam,E.,Giwa,R.,Ekanem,A.,Igenegbale,G.,Odigie,G.,Okonofua,G.,Ukpetena,R.A.,Oyakhilome,J.,Yerumoh,E.O.,Odia,I.,Aire,C.,Okonofua,M.,Atafo,R.,Tobin,E.,Asogun,D.,Akpede,N.,Okokhere,P.O.,Rafiu,M.O.,Iraoyah,K.O.,Iruolagbe,C.O.,Akhideno,P.,Erameh,C.,Akpede,G.,Isibor,E.,Naidoo,D.,Hewson,R.,Hiscox,J.A.,Vipond,R.,Carroll,M.W.,Ihekweazu,C.,Formenty,P.,Okogbenin,S.,Ogbaini-Emovon,E.,Gunther,S.,Duraffour,S.	MK117981	Homo sapiens	Nigeria	Taraba
LASV/H.sapiens-wt/NGA/2018/IRR_035	2018-01-23	Kafetzopoulou et al.	LII	2c	LII	MK117975	Kafetzopoulou,L.E.,Pullan,S.T.,Lemey,P.,Suchard,M.A.,Ehichioya,D.U.,Pahlmann,M.,Thielebein,A.,Hinzmann,J.,Oestereich,L.,Wozniak,D.M.,Efthymiadis,K.,Schachten,D.,Koenig,F.,Matjeschk,J.,Lorenzen,S.,Lumley,S.,Ighodalo,Y.,Adomeh,D.I.,Olokor,T.,Omomoh,E.,Omiumu,R.,Agbukor,J.,Ebo,B.,Aiyepada,J.,Ebhodaghe,P.,Osiemi,B.,Ehikhametalor,S.,Akhilomen,P.,Airende,M.,Esumeh,R.,Muoebonam,E.,Giwa,R.,Ekanem,A.,Igenegbale,G.,Odigie,G.,Okonofua,G.,Ukpetena,R.A.,Oyakhilome,J.,Yerumoh,E.O.,Odia,I.,Aire,C.,Okonofua,M.,Atafo,R.,Tobin,E.,Asogun,D.,Akpede,N.,Okokhere,P.O.,Rafiu,M.O.,Iraoyah,K.O.,Iruolagbe,C.O.,Akhideno,P.,Erameh,C.,Akpede,G.,Isibor,E.,Naidoo,D.,Hewson,R.,Hiscox,J.A.,Vipond,R.,Carroll,M.W.,Ihekweazu,C.,Formenty,P.,Okogbenin,S.,Ogbaini-Emovon,E.,Gunther,S.,Duraffour,S.	MK117975	Homo sapiens	Nigeria	Ebonyi
Nig16-02	2016-01-01 (2016-01-01 - 2016-11-16)	Oloniniyi et al.	LII		LII	LC387482	Oloniniyi,O.K.,Unigwe,U.S.,Okada,S.,Kimura,M.,Koyano,S.,Miyazaki,Y.,Iroezindu,M.O.,Ajayi,N.A.,Chukwubike,C.M.,Chika-Igwenyi,N.M.,Ndu,A.C.,Nwidi,D.U.,Abe,H.,Urata,S.,Kurosaki,Y.,Yasuda,J.	LC387482	Homo sapiens	Nigeria	Ebonyi
c0091-2	2018-02-10	Oguzie et al.	LII		LII	OR147792	Oguzie,J.U.,Petros,B.A.,Oluniyi,P.E.,Mehta,S.B.,Eromon,P.E.,Adewale-Fasoro,O.,Ifoga,P.D.,Odia,I.,Pastusiak,A.,Gbemisola,O.S.,Aiyepada,J.O.,Uyigue,E.A.,Edamhande,A.P.,Blessing,O.,Airende,M.,Nair,P.,Tomkins-Tinch,C.,Qu,J.,Stenson,L.,Oyejide,N.,Ajayi,N.A.,Ojide,K.,Ogah,O.,Abejegah,C.,Adedosu,N.,Ayodeji,O.,Okogbenin,S.,Okokhere,P.O.,Folarin,O.A.,Komolafe,I.,Ihekweazu,C.,Frost,S.D.W.,Jackson,E.K.,Siddle,K.J.,Sabeti,P.C.,Happi,C.T.	OR147792	Homo sapiens	Nigeria	
LASV/H.sapiens-tc/NGA/2013/IRR_004	2013-01-23	Ehichioya et al.	LII	2c	LII	MK107970	Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	MK107970	Homo sapiens	Nigeria	Plateau
LASV/H.sapiens-tc/NGA/2014/IRR_009	2014-05-17	Ehichioya et al.	LII		LII	MK107906	Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	MK107906	Homo sapiens	Nigeria	Ebonyi
Nig14-09	2014-01-01 (2014-01-01 - 2014-11-01)	Oloniniyi et al.	LII		LII	LC387478	Oloniniyi,O.K.,Unigwe,U.S.,Okada,S.,Kimura,M.,Koyano,S.,Miyazaki,Y.,Iroezindu,M.O.,Ajayi,N.A.,Chukwubike,C.M.,Chika-Igwenyi,N.M.,Ndu,A.C.,Nwidi,D.U.,Abe,H.,Urata,S.,Kurosaki,Y.,Yasuda,J.	LC387478	Homo sapiens	Nigeria	Ebonyi
Nig14-04	2014-12-31 (2014-02-24 - 2014-12-31)	Oloniniyi et al.	LII		LII	LC387474	Oloniniyi,O.K.,Unigwe,U.S.,Okada,S.,Kimura,M.,Koyano,S.,Miyazaki,Y.,Iroezindu,M.O.,Ajayi,N.A.,Chukwubike,C.M.,Chika-Igwenyi,N.M.,Ndu,A.C.,Nwidi,D.U.,Abe,H.,Urata,S.,Kurosaki,Y.,Yasuda,J.	LC387474	Homo sapiens	Nigeria	Ebonyi
Nig14-19	2014-12-31 (2014-02-24 - 2014-12-31)	Oloniniyi et al.	LII		LII	LC387480	Oloniniyi,O.K.,Unigwe,U.S.,Okada,S.,Kimura,M.,Koyano,S.,Miyazaki,Y.,Iroezindu,M.O.,Ajayi,N.A.,Chukwubike,C.M.,Chika-Igwenyi,N.M.,Ndu,A.C.,Nwidi,D.U.,Abe,H.,Urata,S.,Kurosaki,Y.,Yasuda,J.	LC387480	Homo sapiens	Nigeria	Ebonyi
Nig14-03	2014-12-31 (2014-02-24 - 2014-12-31)	Oloniniyi et al.	LII		LII	LC387472	Oloniniyi,O.K.,Unigwe,U.S.,Okada,S.,Kimura,M.,Koyano,S.,Miyazaki,Y.,Iroezindu,M.O.,Ajayi,N.A.,Chukwubike,C.M.,Chika-Igwenyi,N.M.,Ndu,A.C.,Nwidi,D.U.,Abe,H.,Urata,S.,Kurosaki,Y.,Yasuda,J.	LC387472	Homo sapiens	Nigeria	Ebonyi
LASV/H.sapiens-tc/NGA/2014/IRR_005	2014-05-14	Ehichioya et al.	LII	2c	LII	MK107902	Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	MK107902	Homo sapiens	Nigeria	Ebonyi
Nig14-06	2014-01-01 (2014-01-01 - 2014-11-01)	Oloniniyi et al.	LII		LII	LC387476	Oloniniyi,O.K.,Unigwe,U.S.,Okada,S.,Kimura,M.,Koyano,S.,Miyazaki,Y.,Iroezindu,M.O.,Ajayi,N.A.,Chukwubike,C.M.,Chika-Igwenyi,N.M.,Ndu,A.C.,Nwidi,D.U.,Abe,H.,Urata,S.,Kurosaki,Y.,Yasuda,J.	LC387476	Homo sapiens	Nigeria	Ebonyi
LASV/H.sapiens-tc/NGA/2014/IRR_007	2014-05-14	Ehichioya et al.	LII		LII	MK107904	Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	MK107904	Homo sapiens	Nigeria	Ebonyi
LASV/H.sapiens-tc/NGA/2014/IRR_006	2014-05-14	Ehichioya et al.	LII		LII	MK107903	Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	MK107903	Homo sapiens	Nigeria	Ebonyi
LASV/H.sapiens-tc/NGA/2014/IRR_008	2014-05-15	Ehichioya et al.	LII		LII	MK107905	Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	MK107905	Homo sapiens	Nigeria	Ebonyi
